category,movie,title,rating,genre,subgenre,theme,keyword,releasedate,country,review
Adult,Female Animal,Female Animal (1970),4,Adult,Sexploitation,Sexual Awakening,"count (nobility), father, LSD, maid, mistress, orgy, son, stable-boy",,"Italy, Spain","Arlene Sue Farber stars in this vintage sexploitation opus which has won a cult following among fans of '70s Eurotrash cinema. Angelique (Tiger) is a beautiful young woman born into less-than-fortunate economic circumstances who wants to live the good life. Angelique is hired as a domestic servant by Count DiMedici (Vassili Lambrinos), who has accumulated a vast fortune through his business acumen. Angelique soon finds her way into DiMedici's bed, and it isn't long before she also becomes intimate with his son, Alain (Andre Landzaat), the Count's paramour, Francesca (Jean Avery), a stable hand who had previously preferred the company of men (and horses), and a number of the participants at an orgy at sea where Angelique has been dosed with LSD. Handsomely produced by sexploitation standards, Female Animal was shot on-location in Puerto Rico with a primarily Spanish and Italian crew."
Adult,"Married People, Single Sex","Married People, Single Sex (1993)",4,Adult,Softcore Sex Film,,"betrayal, love-triangle",,,"Various husbands, wives, friends, and lovers pair off in this erotic tableaux of sexual dysfunction. A frustrated construction worker turns to phone sex when his wife can't satisfy him; a topless dancer submits to the alluring je ne sais quoi of one of her patrons; and a frustrated wife cheats on her by-the-book husband because she wants ""the lust to be there."""
Adult,Stop,Stop (1971),4,Adult,Softcore Sex Film,,"bachelor, driver, race-car, sex",,Canada,"An ambitious race car driver, satiated by an excess of sexual adventures, desires more peace and solitude but is unable to find it. This mildly pornographic film includes footage of orgies and couplings along with heavy doses of philosophy."
Adult,Odyssey,Odyssey (1977),4,Adult,,,"fetish [sexual], guilt, homosexual, repression, sadomasochism, sex, taboo",,USA,"This superior adult film was directed by Gerard Damiano, best known for two of the genre's enduring classics, Deep Throat (1972) and The Devil in Miss Jones (1973). Here, Damiano turns his eye on societal taboos in a series of dramatic and graphic vignettes exploring sexual guilt and repression. Sketches feature clothing fetishes, sadomasochism, homosexuality, and alternative paraphilias. The familiar cast includes genre veterans C.J. Laing, Susan McBain, and Vanessa Del Rio."
Adult,Fast Lane to Vegas,Fast Lane to Vegas (2001),4,Adult,Road Movie,"Wedding Bells,Benign Aliens","alien [not human], firing-squad, hitman, party, sex, stripper",,USA,"""The road to Sin City is paved with temptation,"" promises this softcore semi-sequel to Fast Lane to Malibu from John Quinn, who began his career with the 1987 teen slasher film Cheerleader Camp before becoming an in-house director for the Playboy Eros Collection line of upscale erotic films. Stephen Harvard and Steve Curtis star as Zack and Brian, who travel to Las Vegas for the latter's upcoming wedding to Monica (Renee Rea). Naturally, they soon find themselves in any number of humorous situations, the majority of which lead to extended scenes of simulated sex. Subplots include the efforts of 20 strippers to maneuver past their jealous lovers, a mob hitwoman, a Mexican firing squad, and even some sex-starved aliens on their way to Brian's bachelor party, as well as the parallel sexual exploits of Monica and her friend, Ashley (Tracy Smith appearing as Tracy Angeles), as they bed down bellboys and male strippers in preparation for a bachelorette party. Some of the familiar exploitation veterans on hand include Mia (as ""Ava Lake""), former Miss USA Kelli McCarty, and Sasha Peralto."
Adult,The Other Woman,The Other Woman (1992),4,Adult,Erotic Thriller,,"danger, attraction, betrayal, corruption, extramarital-affair, flashback, husband, investigation, lesbianism, murder, obsession, politician, reporter, revenge, sex",,USA,"Los Angeles reporter Jessica Matthews (Lee Anne Beaman) has become totally immersed in her investigation of the practices of corrupt politician Mike Florian (Sam Jones), so much so that she has shamelessly neglected her marriage. After Jessica discovers her author husband Greg (Adrian Zmed) is having an affair, she becomes obsessed with his lover, a prostitute named Traci (Jenna Persaud)."
Adult,Mirror Images 2,Mirror Images 2 (1993),4,Adult,Erotic Thriller,,"investigation, killing, criminal, impersonation, murder, nymphomaniac, purity, sex, twins",,,"Soft-core erotica genre director Gregory Hippolyte created this adult thriller that repeats the good twin versus bad twin plot mechanics of its predecessor. Shannon Whirry stars as Carrie and Terrie, a pair of twins who were separated in youth when their father murdered their mother and was in turn killed by his own bad twin daughter. Now the sweet-natured ""good"" sister has grown up to marry an abusive louse. Trapped in a sexless relationship, she seeks solace with a therapist (Kristine Kelly), but her problems are about to be compounded when her wicked sister arrives in town, intent on avenging herself on her double for past wrongs. Even the help of a private detective on her side may not be enough when her sister becomes allied with her own husband."
Adult,Midnight Blue,Midnight Blue (1997),4,Adult,Erotic Thriller,,,,USA,"Sexy twins Martine and Georgine team up to trick a love-obsessed executive into embezzling millions from his boss, Georgine's husband. The marked executive's obsession is the high-priced call girl Martine. The conniving twins are hoping that their resemblance will convince the exec that he has been really sleeping with Georgine."
Adult,The Stupid Boyfriend,The Stupid Boyfriend (1976),4,Adult,Softcore Sex Film,,"bachelor, city-life, escapades, seduction, sex",,Philippines,A young man from the provinces is amazed and initially amused to discover himself the prized erotic plaything of a long line of citified women. Eventually he tires of it all and returns to his country home.
Adult,French Blue,French Blue (1974),4,Adult,,,,,Netherlands,
Adult,S.O.S.,S.O.S. (1975),4,Adult,,,,,USA,
Adult,Virtual Encounters,Virtual Encounters (1996),4,Adult,Sexploitation,"Virtual Reality,Sexual Awakening","boyfriend, sex, sexual-fantasy, virtual-reality",,,"In this sexy sci-fi fantasy, an erotically-challenged young woman receives a life-changing birthday present from her boyfriend, a series of sessions with virtual reality that will allow her to live out her wildest sexual fantasies."
Adult,Hotel Exotica,Hotel Exotica (1998),4,Adult,Softcore Sex Film,Sexual Awakening,"boyfriend, husband-and-wife, lawyer, sister",,,"In this erotic escapade, Carly (Landon Hall) had planned a romantic getaway for herself and her husband, a lawyer, but her spouse is too busy with work to tear himself away. Meanwhile, Carly's sister Rachel (Ahmo Hight) is mad at her boyfriend, whom she has just discovered has been unfaithful to her. Carly asks Rachel if she'd like to get out of town for the weekend rather than let her reservations go to waste, and Rachel agrees. The sisters travel to Hotel Exotica, where they soon discover plenty of opportunities to indulge their sensual appetites. Hotel Exotica is that rare erotic feature that was directed by a woman, Ellen Evans, who made her feature debut with this project."
Adult,Femalien,Femalien (1996),4,Adult,Softcore Sex Film,"Sexual Awakening,Benign Aliens","alien [not human], pleasure, quest, earth, representative [agent], sexual-awakening",,USA,"A race of aliens have evolved themselves to the point that they've eliminated their physical beings and exist only as beams of light. However, somewhere along the way they left behind the pleasures of the flesh, so they send an emissary named Kara to Earth to experience as many sensual delights as possible that can be recorded for all of the species to access. Since Kara has been designed to represent a perfect specimen of human female, she has little trouble finding Earth men willing to help her -- all in the name of science, of course."
Adult,The Sexperiment,The Sexperiment (1998),4,Adult,,Sexual Awakening,"couple, repression, research",,USA,"Can a pair of sex researchers teach a shy and repressed couple to loosen up and lose their inhibitions? That's what Joan and Harry are trying to do, though their subjects may have different ideas after a while."
Adult,Cat House,Cat House (1995),4,Adult,,,,,,
Adult,The Dirty Girls,The Dirty Girls (1964),4,Adult,Sexploitation,"Women's Friendship,Prostitutes","America, client, encounter, exploitation, friendship, sadist, sex, women",,USA,"Radley Metzger kicked off his career as the most stylish man in 60's sex films (following his debut with the standard drama Dark Odyssey) with this visually elegant look at the friendship between a pair of European prostitutes. Dividing their time between Paris and Munich, the women work in a high class brothel as well as turning tricks on the street, and meet any number of strange and unusual men in a day's work, including rich businessmen from America, timid students, men who like costumes and elaborate fantasies with their sex, and one client who unexpectedly becomes violent. Boasting the rich visuals that always marked Metzger's work, The Dirty Girls seems much tamer by contemporary standards than it did in 1964, but it remains entertaining and has aged far better than most exploitation product of its period."
Adult,Bacchanales 69,Bacchanales 69 (1969),4,Adult,,,,,France,
Adult,Bacchanales 73,Bacchanales 73 (1973),4,Adult,,,,,France,
Adult,Sex-Jack,Sex,4,Adult,Erotic Thriller,,"revolution, sex, student",,Japan,"This Japanese thriller by former porn-film director Wakamatsu still has plenty of sexual activity, and is at least mildly pornographic. Set in the near future, a small gang of revolutionary students are hidden away by a small-time thief. While they are hiding, all but the thief take turns having sex with an unhappy (and perhaps unwilling) girl who has had the misfortune to get involved with them. Through news reports, they discover that someone has been terrorizing police stations and communist headquarters in Japan just as they had hoped to do. At one point it looks like the thief may be the real revolutionary, but there are plenty of twists and turns to follow before the truth emerges"
Adult,Abnormal Ecstasy,Abnormal Ecstasy (1991),4,Adult,Softcore Sex Film,,,,Japan,"Renegade pinku eiga director Toshiki Sato followed the same year's That's Hentaitainment! Ijo Sex Daizenshu with this similar tale of a writer who falls for a transsexual. Abnormal Ecstasy is more concerned with psychology than its predecessor, exploring the writer's slow appreciation of the singular co-mingling of male emotional and female physical attributes in his newfound lover. Mineo Sugiura stars with Mio Asakura, Yasunori Eto, and Mai Ito. After spending 1991 on two films dealing with transsexuals, the prolific Sato returned to more conventional (for him) ground with films about pornographers, panty-sniffers, lesbians, and lusty murderers."
Adult,Fatal Love,Fatal Love (1993),4,Adult,Erotic Thriller,Carnal Knowledge,"millionaire, sadomasochism, serial-killer, undercover, unemployment",,Hong Kong,"Hong Kong filmmaker Lo Kin directed this brutally sadistic S & M-themed Category III exploitation film starring cult favorite Ellen Chan as Debbie Fung, a former policewoman who is down on her luck. Unemployed and struggling, Debbie agrees to return to the force to do some dangerous undercover work. There's a killer loose, and he is a particularly vicious breed of sexual sadist, having stabbed one of his victims nearly 140 times in the course of a fatal S & M game. Police suspect a multimillionaire named Law Fuk-tin (Michael Wong), so Debbie is assigned to become romantically involved with him, acting as live bait for what her superiors believe is a very dangerous madman. Naturally, Law is a handsome and winning gentleman, quickly leading Debbie to fall for him in what might be the last mistake she ever makes. Maria Cordero and Wong Chi-yeung co-star in this violent genre entry, which comes across as a heterosexual Asian version of Cruising for much of its running time."
Adult,Secrets of the Satin Blues,Secrets of the Satin Blues (1981),4,Adult,Softcore Sex Film,,"clothes, sex",,France,"Apparently the intention here was to make a parody of soft-porn, creating a kind of pornody based on the tales of a pair of blue panties and their adventures as they travel from one owner to the next. If one can accept that used underwear is handed over from one woman to another, and that the said underwear can relate the sexual exploits of the women in glorious, explicit color, then maybe psychotherapy would be preferable over this movie."
Adult,Michetonneuse,Michetonneuse (1972),4,Adult,Softcore Sex Film,,"dropout, prostitute/prostitution, sex, transvestite",,France,"This French film skirts just on the edge of being pornographic. A high-school dropout, a pretty young girl, equivocates about doing a little part-time prostitution, but finds the money is good. She lives with an undetectable transvestite and is friends with a hustler about her age who feels that anyone with money enough, and an interest in sex with the beautiful young, should pay for the privilege."
Adult,Metamorphoses,Metamorphoses (1973),4,Adult,Softcore Sex Film,,"friendship, musical-beds, sex, sibling",,Greece,"This Greek film has nothing to do with the Metamorphoses of the classical Roman author Ovid. In an attempt to parody the pornographic filmmaking of his time, director Yannis Kokolis has accidentally made yet another (softcore) porn film. The story concerns two girl friends who live together in the big city. Gradually, all their country siblings come to live with them and become acclimated to the free-wheeling romantic mores of the city."
Adult,Les Onze Mille Verges,Les Onze Mille Verges (1975),4,Adult,Erotic Drama,,"bank, office, sex, sexual-fantasy",,France,"In this French erotic feature, a young bank officer ogles the girls in his office and goes home to his prim and stuffy wife. After reading a book of erotic poems by Guillaume Appollinaire of the World War I era, he finds himself inside the adventures of the book, which are largely of an erotic nature. When he awakens the next morning, he is inspired to order his life in a more satisfactory manner."
Adult,Sï¿½mand pï¿½ sengekanten,Sømand på sengekanten (1976),4,Adult,Sex Comedy,,"boating, employment, impersonation, sex",,Denmark,"In this Danish ""family porn"" sex comedy, a young woman pretends to be a man in order to win a job as machinist's mate on a freighter. When she is discovered, they are already at sea."
Adult,Marilyn Chambers' Little Shop of Erotica,Marilyn Chambers' Little Shop of Erotica (1998),4,Adult,,,,,USA,"In this bit of erotic fluff, the famed ex-porn-star plays a fortuneteller who possesses a magical book that allows her clients to live out their wildest erotic fantasies."
Adult,Die Tolldreisten Frauen des Honorï¿½ de Balzac,Die Tolldreisten Frauen des Honoré de Balzac (1971),4,Adult,Sexploitation,,"escapades, hotel, musical-beds, sex, visit",,West Germany,"In this dubbed softcore porn film, set in a country chateau, the guests of a contentious couple keep themselves amused by reading excerpts from the Bible and the works of Balzac, when they are not bedding one another. In the process they seek to solve various emotional and sexual difficulties. This dubbed version is a re-release of the 1969 German language version, with a small amount of additional footage."
Adult,Spermula,Spermula (1976),4,Adult,Softcore Sex Film,,"alien [not human], love, sex, sperm, vampire",,France,"Spermula translates the Dracula legend into soft-core sexual terms. The title character, played by Dayle Haddon, is the leader of a vanguard of extraterrestrial female vampires. Spermula's plans to divest all male Earthlings of their sperm are thwarted when she falls in love with cult fave Udo Kier. Notable in the film is its campy, 1930s-style art direction."
Adult,Mï¿½dchen Beim Frauenarzt,Mädchen Beim Frauenarzt (1971),4,Adult,Sexuality,,"abortion, flashback, frigidity, gynecologist, pornography, rape, sex, STD (Sexually Transmitted Disease)",,West Germany,"Another pornographic film wrapped up in a pseudo-documentary cover, this movie discusses what happens to girls who have venereal diseases, non-professional abortions, traumatic frigidity and who have been raped. Each of the girls' many complaints lands them in a gynecologist's office. The discussions of their problems are clinical, but the flashback sequences are purely hardcore. Production values in this German language film are high, as it was intended to be shown in mainstream theaters."
Adult,Emanuelle e Francoise: Le Sorelline,Emanuelle e Francoise: Le Sorelline (1976),4,Adult,Sexploitation,,,,Italy,"This is one of the more bizarre entries in the series, playing more like a sex-themed giallo thriller from five years earlier. Emanuelle (Rosemarie Lindt) is out to avenge her sister (Patrizia Gori), who committed suicide after escaping from her sadistic lover Carlo (Luigi Montefiore of Antropophagus fame). So she chains him up in her basement, drugs him, and forces him to watch her having sex. It doesn't sound like such a terrible fate, but Carlo starts hallucinating all kinds of bloody horrors and cannibalistic doings, so he decides he has to break free and kill Emanuelle. The ending must be seen to be believed, and if this one doesn't rank quite up there with director Aristide Massaccesi's notorious Emanuella Nera in America or Emanuelle e gli Ultimi Cannibali among the gross-out champs, it's still a far cry from the soft-focus eroticism of the French entries in the series. But what else can one expect from a film co-written by Massaccesi (aka ""Joe D'Amato"") and Bruno Mattei (Inferno dei Morti-Viventi, Zombi 3)? The German version (Die Lady Mit der Pussycat) contains added sex scenes with Brigitte Lahaie."
Adult,Die Venusfalle,Die Venusfalle (1988),4,Adult,Biopic [feature],,"actor, pornography, sex",,West Germany,"The West German Die Venusfalle stars alluring actress Evelyn Rille as...alluring actress Evelyn Rille. The English-language title of this erotic drama is The Venus Trap, which should give one a good idea of its content. No mere sexploitationer, Die Venusfalle is given Tiffany treatment by director Robert Van Ackeren. The film proved quite popular in its native country, and matched that popularity abroad. At present, Die Venusfalle is one of the few German soft-core sex films available on laserdisc."
Adult,The Naughty Stewardesses,The Naughty Stewardesses (1973),4,Adult,Sexploitation,Work Ethics,"lecher, stewardess",,,"Cult director Al Adamson's take on the exploitation hit The Stewardesses once again features the redoubtable talents of his wife Regina Carrol. Four female flight attendants become involved with a wealthy lecher, with predictable results. Although not as flamboyantly bizarre as the sequel (Blazing Stewardesses), this one still has enough strange touches for Adamson fans and enough nudity for softcore buffs. Despite his roots in low-budget exploitation, Adamson had to be convinced by producer Sam Sherman to make a sex comedy, which he felt was beneath him."
Adult,Abnormal: Ingyaku,Abnormal: Ingyaku (1988),4,Adult,Softcore Sex Film,,,,,"Shiro Yumeno scripted this tense, powerful mixture of the pinku-eiga and thriller genres reminiscent of a sexed-up version of 8MM. Kiyomi Ito stars as a woman who gets her intellectual kicks attempting to solve difficult criminal cases, and begins to investigate a videotape which shows the results of a brutal murder committed by using the knife-equipped camera itself (clearly inspired by the classic Peeping Tom). Despite its occasional, necessary compromises to pinku-eiga formulas, Yumeno and director Hisayasu Sato manage to maintain suitable tension throughout. Yukio Ono, Reika Kazami, and filmmaker Kazuhiro Sano co-star."
Adult,"Beverly Hills Bordello, Vol. 2","Beverly Hills Bordello, Vol. 2 (1997)",2,Adult,Softcore Sex Film,,,,USA,These sensuous tales of eroticism and love are set in Tinseltown's poshest pleasure palace.
Adult,Auditions from Beyond,Auditions from Beyond (1999),2,Adult,Softcore Sex Film,Actor's Life,,,,Wannabe actresses get naked for filmmakers and the camera while auditioning for a movie.
Adult,The Affair,The Affair (1995),2,Adult,Softcore Sex Film,Sexual Awakening,"fiancee, stranger, wealth",,USA,A deeply indebted bride-to-be agrees to cater to a rich woman's sexual whims.
Adult,Young Lady Chatterley 2,Young Lady Chatterley 2 (1985),3,Adult,Softcore Sex Film,Sexual Awakening,"bachelorette, inheritance, mansion, musical-beds, servant, sex",,USA,"As a sequel to the 1978 Lady Chatterley, this routine story of carnal pleasures offers nothing new under the sun, though now Lady Chatterley's estate is threatened with the proposed construction of a nuclear power plant. A la Bo Derek, Chatterley (Harlee McBride) rides horseback to distract the developers from these plans, but without any clothing to hamper the desired effect. As Chatterley focuses on the pursuit of sexual pleasure, various characters are introduced who offer some challenge to her objectives, but not for long."
Adult,Three Daughters,Three Daughters (1986),3,Adult,Erotic Drama,,"parent, passion, rekindle, sexual-awakening",,USA,"Director Candida Royalle looks at lust from the female perspective in this tale of sexual awakening and rediscovery. As young Heather Clayton has her first sexual experience, her sisters start to get curious and their parents' long-dormant passions are suddenly rekindled."
Adult,Masseuse,Masseuse (1996),3,Adult,Softcore Sex Film,Infidelity,"escapades, extramarital-affair, fiancee, sex",,USA,"In this adult-oriented drama featuring more nudity than you can shake a stick at, Kristy (Griffin Drew) is engaged to marry Jack (Tim Abell), who is a very successful businessman -- which allows her to live a life of luxury. However, money isn't everything, and when Kristy discovers two weeks before their wedding that Jack is cheating on her with his maid Rosa (Amy Rochelle) and secretary Diane (Gail Harris), she decides that it's time for revenge. Kristy's first response is to max out Jack's credit cards, but when it looks as if she'll have to figure out a way to pay them back, Kristy, Rosa, and Diane come up with a plan -- they'll set up a massage parlor in Jack's mansion while he's away on business, which will allow them to make back the money and make Jack a cuckold at the same time. Scream queen Brinke Stevens has a cameo role as a hotel manager, and cult director Jim Wynorski has a bit part as a truck driver."
Adult,Desire,Desire (1996),3,Adult,Erotic Thriller,,,,USA,"In this straight-to-video erotic thriller, a crazed killer, obsessed with the popular perfume Desire, slaughters beautiful Beverly Hills women and leaves their corpses soaked in the expensive scent. To solve the case, authorities call in a beautiful former policewoman, asking her to go undercover. She does so, but as the investigation continues, the woman finds herself getting dangerously involved with her murderous quarry."
Adult,Hardbodies 2,Hardbodies 2 (1986),3,Adult,Sex Comedy,Filmmaking,"filmmaker, bachelor, behind-the-scenes, college, native, sex, America, crew, film",12-Sep-86,USA,"The plot of this retrograde softcore film starts off when two American low-budget, sexploitation filmmakers arrive in Greece looking for females (whether for their filming or their own amusement does not seem to be relevant). A fellow named Scott (Brad Zutaut) tags along, and when all is said and done, transfers his affections from his fiancée to a woman waiting tables on the island of Rhodes. Part of the 88-minute running time here is devoted to a floating classroom with semi-nude students, the other part is dedicated to the filming of the sexploitation feature and the adventures of a few minor characters."
Adult,"Married People, Single Sex 2: For Better or Worse","Married People, Single Sex 2: For Better or Worse (1995)",3,Adult,,,,,USA,"In this adult-oriented drama, three couples deal with problems in their sex lives that threaten their marriages. A wife discovers that her husband has been unfaithful to her, a couple argue about whether or not to have children, and a man and wife realize that the spark has gone out of their love life. The cast includes Kathy Shower, Monique Parent, Craig Stepp, and Julie Strain."
Adult,Erotikus,Erotikus (1973),3,Adult,Gender Issues,,"eroticism, nudity, sex, sexploitation, sexual-awareness, sexuality",,USA,"Erotikus is a 1973 hardcore gay pornographic feature which is notable for several reasons: it purports to be a documentary of filmed gay erotica, and does in fact include a lot of footage from old ""posing strap"" reels; it includes hardcore clips from 34 films by Times Films (surely some kind of record), with clips from Fred Halsted's S&M-flavored films; and it is narrated by porn legend Fred Halsted. It also shows some creativity in synchronizing two of the sex scenes with certain well known pop tunes. It was produced in order to exploit previously shot explicit footage that it was believed would soon be restricted due to Supreme Court rulings."
Adult,Memories Within Miss Aggie,Memories Within Miss Aggie (1974),3,Adult,,,,,USA,
Adult,The Zodiac Couples,The Zodiac Couples (1970),3,Adult,Softcore Sex Film,,"sex, sex-education",,USA,"The twelve signs of the Zodiac are used to illustrate sex between couples in this X rated exploitation feature. Narration is used to set up the scenes, each about six minutes long. There is an absence of lower body nudity which may draw the ire of fans of pornography, and the variation of sexual positions tries to make this look like an educational feature. No one will be fooled."
Adult,The Spy Who Came,The Spy Who Came (1969),3,Adult,Sexploitation,,"Arab, arrest, blackmail, brainwashing, drugs, homosexual, kidnapping, mind-control, police, sadomasochism, seduction, sex, torture",,,"This campy, ridiculous skinflick features a fun screenplay by Bruce Marcus and director Ron Wertheim, as well as slick black-and-white photography by Joao Fernandes. It starts off with an excruciatingly slow seduction scene but quickly becomes very bizarre. Policeman Harry Harris (Louis Waldon) is kidnapped by a mad gay Arab named Mohammed, who smokes opium from a hookah pipe. Mohammed has photos of policemen and U.N. delegates in compromising positions for blackmail purposes, and he wants Harry to arrest some of them. His castle has dungeons full of chained women whom he is brainwashing to entrap his targets, using strange machines, mannequins, and sexual instruction tapes. With the help of a French Interpol agent named Moreau, Harry sets out to turn the tables on Mohammed. Drugs, torture, and sadomasochism are featured, and although none of it makes much sense, this offbeat roughie manages to be a lot of fun. Neither as naive as the ""nudie-cuties"" which preceded it, nor as viciously nasty as many similar films of its time, The Spy Who Came is a surprisingly enjoyable entry in a mostly boring genre. Phillipa Reed, Jean Carrol, and Mitch Drake co-star in this Lou Campa release."
Adult,The Ultimate Attraction,The Ultimate Attraction (2000),3,Comedy,Sex Comedy,Sexual Awakening,"employer/employee, gym, health-club, machine",,USA,"In this lighthearted erotic comedy, business has not been good at The Body Beautiful, a health club in Los Angeles, and William (Robert Donavan), the owner, is starting to wonder how long he can stay in business. However, two employees at the gym, Linda (Gabriella Hall) and Ben (David Chielens), make a discovery that could put the Body Beautiful back in business. Linda and Ben have found a device called ""the Ultimate Attraction"" -- point it and click it, and the person you've aimed the machine at is immediately overcome with lust. Word quickly spreads around town that the Body Beautiful is the place to go for singles looking for love (or something close to it), leading to all manner of sexy shenanigans."
Adult,Sinful Deeds 2,Sinful Deeds 2 (2003),3,Adult,Softcore Sex Film,"Cons and Scams,Double Life","beauty [physical], broker, burglary, con/scam, con-artist, golddigger, jewel, trio",,USA,"A seductive trio of con artists who make their living by scamming wealthy but desperate men meet their match in the form of a fast-talking jewelry broker in director Madison Monroe's slick tale of bitter betrayal and broken loyalties. Monique is an irresistible beauty with the power to mesmerize any man she wants, and Dane is a criminal-minded bad-boy with no conscience and a drive to make millions. Together with the alluring an manipulative Gabrielle, the skillful trio leaves a devastating wake of poverty and confusion as they gain access to the safes and bank accounts of the city's most successful high-rollers. Though they may be living a decadent life of hedonistic sex and bottomless wealth at the moment, little does the trio realize that their carefully planned scam is about to come crashing down in the most devastating way imaginable when they set their sights on Richard, a powerful millionaire jewelry broker who isn't about to become a victim, and may just have a grift of his own in mind."
Adult,Tendres Cousines,Tendres Cousines (1980),3,Adult,Softcore Sex Film,"Love Triangles,Sexual Awakening","girl, peeping-tom, coming-of-age, cousin, forbidden-love, incest, love, pedophilia, romance, self-discovery, sex, sexual-deviation",,France,"Photographer-turned-director David Hamilton's favorite subjects-incest and voyeurism-are again given a workout in Cousins in Love. The largely female cast (many of whom seem a bit underage) enter into the soft-core goings on with enthusiasm. Hamilton's artistic utilization of shadows and gauzy focus help to take the viewer's mind off the utter lack of plot. Actually, there was a story to follow; after all, Pascal Laine adapted the screenplay from his own novel. Cousins in Love is satisfactory for its target audience, though, to paraphrase Variety, it's not likely to bring in new business."
Adult,Garden of Eden,Garden of Eden (1954),3,Adult,Sexploitation,,"life-changes, camp, camping, Garden-of-Eden",,USA,"A nudist camp provides the primary setting for this exploitation film that chronicles the camps attempts to gain respectability in a community. The story centers around the daughter-in- law of a prissy magnate. After her husband dies, the woman decides that she needs a major change in her life. When she accidently finds a nudist colony, she decides that this is the change she has been looking for. Of course her late husband's father is morally outraged by her actions until he visits the camp himself to bring her back. Soon he finds he likes the lifestyle and becomes a convert."
Adult,Good Morning... And Goodbye!,Good Morning... And Goodbye! (1967),3,Adult,Sexploitation,,"betrayal, impotence [lack of power], sex, spouse, wife",,USA,"A very dysfunctional family is saved through the intervention of some erotic magic in this typically top-heavy Russ Meyer soap opera. Burt (Stuart Lancaster) is married to the adulterous Angel (Alaina Capri), who routinely humiliates him for his impotence. Lana (Karen Ciral) is Burt's teenage daughter by a previous marriage, and she hates her wicked stepmother as much as she pities her emasculated father. Angel takes up with Stone (Pat Wright), a muscle-bound Lothario who makes it a habit to service a variety of unsatisfied wives in their tiny community (he also has plans for the lovely, underage Lana). The household is a spiteful, loveless place until one day when Burt takes a ride through the forest and is accosted by a beautiful, mysterious sorceress (Haji) who can only be seen and touched by humans one day a year. The ancient witch seduces Burt and awakens his virility, which he then takes home to reclaim his wayward wife and put a stop to Stone's reckless womanizing."
Adult,Bikini Girls from the Lost Planet,Bikini Girls from the Lost Planet (2006),3,Adult,Alien Film,"Space Travel,Benign Aliens","alien [not human], breeding, intergalactic, interplanetary, lesbianism, planet",,USA,"When a pair of intergalactic lesbians from the all-woman planet of Aquaterra travel to the planet Earth to seek out the cream of the crop in male breeding stock, the erotic adventures that ensue set that stage for a hearty dose of sinful satire in a hilarious tale of interstellar lust starring Nicole Sheridan, Syren, Christine Nguyen, and Rebecca Love."
Adult,Perfectly Legal,Perfectly Legal (2002),3,Adult,Courtroom Drama,Carnal Knowledge,"courtroom, lawsuit, lawyer, model  [fashion], photographer, plagiarism",,,"High-strung, over-worked attorney Taylor (Lauren Hays) catches her neglected fashion photographer boyfriend Tom (Leland Jay) in the act with one of his models just as she takes on a major case involving copyright infringement. Apparently a high-profile sex guru has taken credit for some ideas that are not his. Taylor's nemesis in the courtroom is defense attorney David (Rife Urquihart), with whom she takes up an ill-advised sexual affair -- she's unattached now, after all -- before the judge can hear their cases. But Taylor's assistant is seduced by a woman who turns out to be working for David, and she steals material Taylor needs to win the suit. There's only one way to win, and Taylor isn't above trying anything. The courtroom setting provides surprisingly ample opportunities for the cast to disrobe and have sex in this rather standard procedural. One note: With the exception of the buff men, the bodies that are Exhibit A are ""normal"" in appearance, a refreshing change of pace from the usual overly augmented actresses that usually show up in films like this."
Adult,Forbidden,Forbidden (2002),3,Adult,Softcore Sex Film,Lovers Reunited,,,USA,
Adult,Jaqueline Hyde,Jaqueline Hyde (2005),3,Adult,Erotic Thriller,Split Personalities,"experiment, formula, inhibition, transformation",,USA,"A shy young telemarketer finds a mysterious elixir that allows her to shed her inhibitions in this soft core variation on the Jekyll and Hyde tale featuring Sex Files starlet Gabriella Hall). Upon exploring the vast estate left to her by her late uncle, Jackie (Hall) discovers a secret lab which houses a mysterious formula that allows the user to transform their body in any way they wish. As Jackie begins experimenting with the empowering elixir, she soon discovers that with each transformation a piece of her true personality is lost. In the course of her lusty experiments Jackie's unbridled desires begin to take their toll on the young girl's conscience, forcing the increasingly unstable young woman to choose between her humble former life and a new life of pleasure that knows no boundaries."
Adult,Caligula: The Untold Story,Caligula: The Untold Story (1982),3,Adult,Period Film,"Out For Revenge,Crowned Heads","emperor, decadence, insanity, rape, revenge, sex, hatred, love",,"Italy, USA","After the 1977 popularity of the hardcore Caligula by Tinto Brass, several similar ""Caligula"" films were created, and this exploitation feature is one of them. The Roman emperor Caligula (who ruled from 37-41 A.D.) seems to have gone insane after the death of his grandmother, though his behavior before her death was aberrant. His rampant sexual exploits and uncontrolled violence are the focus here, with the story revolving around a woman named Miriam (softcore star Laura Gemser), who is seeking revenge against Caligula for the death of her friend, a victim of the emperor's tendency to rape women. Miriam's hatred for the perverse, brutal emperor is miraculously changed to love. Though the 100 minute version available in the U.S. (and advertised as 'unrated') is actually a softcore opus, the European version runs 125 minutes and contains a wealth of hardcore footage."
Adult,Mirror Images,Mirror Images (1991),3,Adult,Erotic Thriller,,"boredom, danger, handsome, homemaker, investigation, killing, maniac, murder, passion, sex, sister, stranger, stripper, twins",,USA,"On a lark, a bored housewife (Delia Sheppard) decides to masquerade as her twin sister, a stripper (also Delia Sheppard), and finds that men can't tell the difference between the two. However, she becomes involved with a serial killer intent on murdering both her and her sister."
